user_id,movie_id,rating,booked,watched,pref_genres,pref_langs,age_group,pref_show_time
4,48,5.7,0,0,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,26,5.0,0,0,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,60,8.6,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,58,8.6,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,17,9.2,1,0,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,36,6.3,1,0,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,21,7.3,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,19,6.7,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,4,8.1,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,43,8.9,1,0,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,5,7.0,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,56,8.2,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,14,6.8,1,1,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
4,11,7.8,1,0,Fantasy|Drama|Thriller|Biography,Tamil|Hindi,Under 18,Night (8PM–12AM)
5,10,6.0,1,0,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,39,8.0,1,0,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,22,7.3,1,1,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,55,6.3,0,0,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,9,8.5,1,1,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,21,7.1,1,1,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,6,7.4,1,1,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,53,6.3,0,0,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
5,50,8.0,1,1,Action|Romance|Thriller|Comedy,Malayalam|Tamil,18–25,Night (8PM–12AM)
6,27,8.3,1,1,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,53,7.3,1,0,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,56,8.9,1,1,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,54,9.1,1,1,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,51,7.9,1,1,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,8,6.2,1,0,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,11,7.7,1,1,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,55,7.4,1,0,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
6,37,8.7,1,0,Sports|Drama|Comedy|Thriller,Tamil|Hindi,50+,Late Night (12AM+)
7,52,7.5,1,1,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,46,8.4,1,1,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,35,6.6,0,0,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,4,9.9,1,1,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,21,7.3,1,0,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,15,5.8,1,1,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,58,6.0,0,0,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,23,4.8,0,0,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
7,55,7.2,1,1,Romance|Biography|Thriller|Animation,Tamil,50+,Late Night (12AM+)
8,1,8.2,1,0,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,42,7.4,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,10,8.5,1,0,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,55,8.6,1,0,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,56,9.0,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,54,8.9,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,24,7.2,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,28,6.3,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,51,8.6,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,20,8.6,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,21,7.7,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,9,10.0,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,39,8.6,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,53,9.0,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,43,8.2,1,0,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
8,5,7.9,1,1,Romance|Action|Drama,English|Hindi|Telugu,18–25,Late Night (12AM+)
9,56,5.1,0,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,22,6.8,0,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,24,6.5,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,6,6.3,0,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,37,7.2,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,2,6.5,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,31,8.6,1,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,36,7.8,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,18,3.6,0,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,38,7.4,1,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,51,6.5,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,23,8.1,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,9,6.4,1,1,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
9,35,5.9,0,0,Romance|Sports|Mystery,Telugu,26–35,Late Night (12AM+)
10,1,7.3,1,1,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,58,8.1,1,1,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,47,9.7,1,0,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,42,8.9,1,0,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,27,4.2,0,0,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,10,7.9,1,1,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,14,8.5,1,1,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,37,6.5,1,1,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
10,43,7.6,1,1,Sports|Animation|Mystery|Action,English,18–25,Late Night (12AM+)
11,28,8.0,1,1,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,4,8.3,1,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,29,7.8,1,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,9,6.1,0,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,24,6.8,1,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,21,6.1,0,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,32,8.7,1,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,19,7.9,1,1,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,30,6.0,1,1,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,53,8.6,1,1,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,41,5.2,1,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
11,11,5.8,0,0,Biography|Thriller,English|Marathi|Telugu,36–50,Late Night (12AM+)
12,56,7.8,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,55,6.4,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,12,5.3,0,0,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,4,6.9,0,0,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,8,7.8,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,1,7.2,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,7,4.7,0,0,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,48,8.5,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,21,7.8,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,53,7.7,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,2,7.0,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,52,7.0,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,19,8.3,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,44,5.7,0,0,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,51,8.0,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,47,8.5,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
12,50,7.2,1,1,Romance|Animation|Action|Drama,Tamil,36–50,Evening (4–8PM)
13,20,6.4,1,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,54,6.3,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,24,7.4,1,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,1,6.7,1,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,55,5.4,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,5,6.3,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,59,5.8,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,39,5.8,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,41,6.5,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,28,5.7,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,19,6.4,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,21,8.7,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,43,8.1,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,47,5.8,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,49,7.2,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,32,4.8,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,2,7.2,1,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,38,5.7,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,27,6.4,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,53,5.0,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,22,7.7,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,9,8.7,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,10,7.1,1,1,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
13,48,6.5,0,0,Action|Romance|Fantasy,Bengali|Malayalam,26–35,Night (8PM–12AM)
14,16,7.2,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,51,8.0,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,13,7.0,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,57,5.8,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,2,8.2,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,58,5.4,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,4,3.7,0,0,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,53,7.6,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,29,7.8,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,59,7.2,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,6,8.7,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,30,8.7,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,28,5.6,0,0,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,34,8.1,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,37,7.1,1,0,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,26,8.0,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,33,6.4,0,0,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,17,6.1,1,0,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,55,7.5,1,0,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,50,7.1,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
14,25,8.4,1,1,Animation|Biography|Comedy|Horror,Hindi|Marathi,26–35,Afternoon (12–4PM)
15,31,6.3,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,27,6.1,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,19,9.3,1,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,5,6.2,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,55,8.4,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,54,8.2,1,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,60,7.4,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,39,4.8,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,53,6.9,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,57,7.8,1,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,30,7.1,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,8,6.8,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,45,5.6,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,17,3.9,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,48,8.6,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,46,8.1,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,22,7.1,1,1,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,6,6.2,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,43,3.4,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
15,33,5.4,0,0,Drama|Animation,Tamil|Bengali|Kannada,36–50,Night (8PM–12AM)
16,38,7.6,1,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,54,7.1,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,59,7.5,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,9,5.3,0,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,58,6.0,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,30,9.2,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,16,7.2,1,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,27,6.5,1,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,20,6.3,0,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,39,5.9,0,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,15,5.7,0,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,6,7.8,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,8,8.7,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,40,5.4,0,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,11,6.6,1,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,21,6.9,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,56,4.9,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,29,4.2,0,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,43,7.6,1,0,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,13,8.8,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,3,7.0,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,19,7.8,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,18,7.5,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
16,7,9.7,1,1,Animation|Mystery|Drama|Comedy,Malayalam|Tamil|Marathi,18–25,Evening (4–8PM)
17,10,7.3,1,1,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,33,7.7,1,1,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,37,5.9,1,1,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,17,3.7,0,0,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,19,7.1,1,1,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,28,6.0,0,0,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,2,6.2,0,0,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,23,5.6,0,0,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,14,7.0,1,1,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,24,3.8,0,0,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
17,58,6.6,1,1,Mystery|Sports|Fantasy,Malayalam,18–25,Evening (4–8PM)
